Date,Finished Todos (Actual),Total Todos,Day Quality,Long Nap Hours,Did Not Exercise,Day Quality - Sleep Very Late,Day Quality - Sleep Late,Day Quality - Wake Up Very Late,Day Quality - Wake Up Late,Productivity,Productivity - Num,Weekday,Night Sleep Hours,Sleep Hours,Mood,Effectiveness,Exercised,Nap Hours,Sleep At,Things Learned,Wake At,Weight,Bad Decisions,Disappointments,Good Decisions,Sleep Quality,[OLD] Bad Decisions Summary,Bad Decisions Made,Calories Intake,Check-Ins,Food,Mindset Sculpting,Money Spend,Process & Archievements,Summary
"December 23, 2022",7,7,⚪️⚪️⚪️⚪️⚫️⚪️⚪️,0,0,0,1,0,0,Productive,1,Friday,3.7,3.7,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,,2,"Python functions, lambda, numpy array method, ones, zeros",5.7,117,,,,Good,,,1545,Wake up early and decided not to continue sleep.  (https://www.notion.so/Wake-up-early-and-decided-not-to-continue-sleep-3453e5affa234b9ab7d57b34e3737fce?pvs=21),"Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21), McDonald Chrispy Chicken (https://www.notion.so/McDonald-Chrispy-Chicken-8adb1739c42f4b1195bbf9a21771f72e?pvs=21)","Get busy with life’s purpose, toss aside empty hopes, get active in your own resource.  (https://www.notion.so/Get-busy-with-life-s-purpose-toss-aside-empty-hopes-get-active-in-your-own-resource-cf63d70e5ae442cdb7ca4fe22f6f0c09?pvs=21)",71,,Wake up early and decided not to continue sleep. 
"December 22, 2022",7,8,🔵🔵⚪️🟣⚫️⚫️⚪️,1,0,1,1,1,1,Productive,1,Thursday,7,10,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.875,Yes,3,2.5,"Python set, list, tuple comprehension, range functions. ",9.5,117,,,,Good,,"Heavy dinner (https://www.notion.so/Heavy-dinner-b08c37da3fb14da982b04159cd30fc6e?pvs=21), Long nap / Nap late (https://www.notion.so/Long-nap-Nap-late-894a61986c384fe2a58f61b92daf4d6f?pvs=21)",800,"Wake up late, spend extra time to organize hard disc files.  (https://www.notion.so/Wake-up-late-spend-extra-time-to-organize-hard-disc-files-3597811469c14da2a405cbc621b6d8ae?pvs=21)",Chicken Rice (https://www.notion.so/Chicken-Rice-869a67808e694ca4acc126b05720e632?pvs=21),"True happiness is to enjoy the present, without anxious dependence up on the future, not to amuse ourselves with wither hope or feat but to rest satisfied with what we have,  (https://www.notion.so/True-happiness-is-to-enjoy-the-present-without-anxious-dependence-up-on-the-future-not-to-amuse-ou-b6e0bf087970479384ae093ffb96bc4d?pvs=21)",110,,"Wake up late, spend extra time to organize hard disc files. "
"December 21, 2022",7,8,🔵🔵⚪️🟣⚫️⚫️🔴,1,1,1,1,1,1,Productive,1,Wednesday,6,8,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.875,No,2,2.5,"Python data types - tuple, sets, array and dictionary",8.5,116.8,,,,Good,,Long nap / Nap late (https://www.notion.so/Long-nap-Nap-late-894a61986c384fe2a58f61b92daf4d6f?pvs=21),1200,Sleep late again. Afternoon nap should be avoided.  (https://www.notion.so/Sleep-late-again-Afternoon-nap-should-be-avoided-8635b24f2f784038b525d7a56eab48a2?pvs=21),Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21),"Fear is nothing but just another human basic emotion, just the same as happiness, excitness, or sadness.  (https://www.notion.so/Fear-is-nothing-but-just-another-human-basic-emotion-just-the-same-as-happiness-excitness-or-sadn-b2263f2efa514ab3984621a9c6f35f83?pvs=21)",50,,Sleep late again. Afternoon nap should be avoided. 
"December 20, 2022",5,8,⚪️⚪️⚪️🟣⚫️⚪️⚪️,1,0,0,1,0,0,Productive,1,Tuesday,4.74,6.74,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.625,Yes,2,1.25,Use chatGPT help check code’s bug.,5.99,116.3,Night snack,,,Good,,Night snacks  (https://www.notion.so/Night-snacks-3ecc997def72490aa9f625d2448204fc?pvs=21),654,Wake up on time. Morning didn’t wasted. But spend extra time reading and exploring Notion’s New Features. (https://www.notion.so/Wake-up-on-time-Morning-didn-t-wasted-But-spend-extra-time-reading-and-exploring-Notion-s-New-Feat-35b6462c683b4e2a82460a42f903d009?pvs=21),卤猪脚 (https://www.notion.so/c2c5c913cb0d4dce865db9231a21814e?pvs=21),"Every system belongs to a larger system, and every system is defined by the function of the larger system. (https://www.notion.so/Every-system-belongs-to-a-larger-system-and-every-system-is-defined-by-the-function-of-the-larger-s-e42633c687ce497cb9e6fd144a73921a?pvs=21)",70,Started outdoor drawing,Wake up on time. Morning didn’t wasted. But spend extra time reading and exploring Notion’s New Features.
"December 19, 2022",8,8,⚪️⚪️🟤⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Productive,1,Monday,6.9,7.9,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,1,11.5,"Python date time module , date until relativedelta, use chatGPT to check if fully learned the coding concept.",6.4,116.3,,,,Good,,,1872,"Wake up 3 minutes before alarm clock. Wanted to sleep again, a good way to prevent that is visualize all the productive things can happen later on.  (https://www.notion.so/Wake-up-3-minutes-before-alarm-clock-Wanted-to-sleep-again-a-good-way-to-prevent-that-is-visualize-ac88f611ff93474a815f8fae30588d01?pvs=21)","Hot pot (https://www.notion.so/Hot-pot-71abfc89586646b39dd385f3822410ef?pvs=21), Mutton Soup (https://www.notion.so/Mutton-Soup-1f393c59a0f74709aa9b839115a7a5f6?pvs=21)",Preserving optionality means avoid limiting choices or dependencies. It means staying open to opportunities and always having a backup plan.  (https://www.notion.so/Preserving-optionality-means-avoid-limiting-choices-or-dependencies-It-means-staying-open-to-opport-11f922317680416e8718cff752694900?pvs=21),50.8,First time outdoor drawing after a very long while.,"Wake up 3 minutes before alarm clock. Wanted to sleep again, a good way to prevent that is visualize all the productive things can happen later on. "
"December 18, 2022",2,7,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Rest Day,0,Sunday,6.99,8.99,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.2857142857,Yes,2,11.5,Forgive others also means forgive self. ,6.49,116.8,Night snacks,,,Normal,,Night snacks  (https://www.notion.so/Night-snacks-3ecc997def72490aa9f625d2448204fc?pvs=21),1200,Wake up early. Last night shouldn’t eat extra food.  (https://www.notion.so/Wake-up-early-Last-night-shouldn-t-eat-extra-food-b6b14276ce964f9d80bbcfab6ff71d00?pvs=21),Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21),God placed the best things in life on the other side of fear. (https://www.notion.so/God-placed-the-best-things-in-life-on-the-other-side-of-fear-5785227a7c624b59b0a47fe9bdc06226?pvs=21),70,,Wake up early. Last night shouldn’t eat extra food. 
"December 17, 2022",5,8,🔵🔵⚪️⚪️⚫️⚪️🔴,0,1,0,1,1,1,Rest Day,0,Saturday,9,9,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.625,No,,1.5,"The most deeply focused place is Church, ",10.5,115.8,,,,Good,,,372,"Wake up late, don’t want to start the day, because didn’t complete night review last night,  (https://www.notion.so/Wake-up-late-don-t-want-to-start-the-day-because-didn-t-complete-night-review-last-night-ea54e300c9374a009d3a25631090b3e1?pvs=21)",Fishball Noodle (https://www.notion.so/Fishball-Noodle-75388d32af3741e4995c28183505c480?pvs=21),"纸上得来终觉浅，绝知此事要躬行 (https://www.notion.so/f5d5af35b5324254aab5218d42e1ade7?pvs=21),  君子求诸己， 小人求诸人 (https://www.notion.so/79850bd8ffc54cdcbb5bbfa205880ba0?pvs=21)",70,,"Wake up late, don’t want to start the day, because didn’t complete night review last night, "
"December 16, 2022",3,8,🔵🔵🟤⚪️⚪️⚪️🔴,0,1,0,0,1,1,Burnout,-2,Friday,11,11,Burnedout (https://www.notion.so/Burnedout-a4dccf17d321417c9bf0e3e63793c435?pvs=21),0.375,No,,10,It will be not possible to find a place where everyone is deeply focused towards the same direction. No perfect company I can find. ,9,115,Skippend night reflection,,,Good,,Skipped night reflection (https://www.notion.so/Skipped-night-reflection-3d2e7175c06545b9bb2c5dce04706465?pvs=21),2000,Negative mood filled up the entire day. Feeling terrible.  (https://www.notion.so/Negative-mood-filled-up-the-entire-day-Feeling-terrible-d0485661ec4c453ba91704b68f40139a?pvs=21),"Chicken Rice (https://www.notion.so/Chicken-Rice-869a67808e694ca4acc126b05720e632?pvs=21), Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21)","Think - what am I going to do in 10, 15, 20 years? (https://www.notion.so/Think-what-am-I-going-to-do-in-10-15-20-years-e651f7fdfeed4251bee8a73e31081757?pvs=21)",40,,Negative mood filled up the entire day. Feeling terrible. 
"December 15, 2022",5,8,⚪️⚪️⚪️⚪️⚪️⚪️🔴,0,1,0,0,0,0,Not Productive,-1,Thursday,5.5,5.5,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.625,No,,10.5,Won’t be easy for me to find any environment where the whole team is deeply focused. Any team will facing the same issue. ,4,115,Night productivity,,,Good,,Skipped night reflection (https://www.notion.so/Skipped-night-reflection-3d2e7175c06545b9bb2c5dce04706465?pvs=21),1482,Sleep very early (https://www.notion.so/Sleep-very-early-ae02674863e4425d83a84162f3dec92f?pvs=21),Hot pot (https://www.notion.so/Hot-pot-71abfc89586646b39dd385f3822410ef?pvs=21),"Be mindful, everything should and need to be designed. (https://www.notion.so/Be-mindful-everything-should-and-need-to-be-designed-33ec06528471427ea1d464b533024554?pvs=21)",75,,Sleep very early
"December 14, 2022",3,8,🔵⚪️⚪️⚪️⚫️⚪️🔴,0,1,0,1,0,1,Productive,1,Wednesday,6.25,6.25,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.375,No,,1.5,Control Panel structure,7.75,115.1,,,,Good,,Skipped night reflection (https://www.notion.so/Skipped-night-reflection-3d2e7175c06545b9bb2c5dce04706465?pvs=21),1200,. (https://www.notion.so/8d0793cb5282402e971abeb0e914393b?pvs=21),Generic Dinner (https://www.notion.so/Generic-Dinner-8168fb09daf24174aedba7e64eb3a0ae?pvs=21),The path to success is to find a way to automate your uniqueness. (https://www.notion.so/The-path-to-success-is-to-find-a-way-to-automate-your-uniqueness-fa534a2aca2a437583495a6a8c20622d?pvs=21),75.9,Get started with subtitle listing ,.
"December 13, 2022",6,7,⚪️⚪️⚪️🟣⚫️⚪️⚪️,1,0,0,1,0,0,Productive,1,Tuesday,4.49,6.49,Depression (https://www.notion.so/Depression-5fc9ad08f0d848b0a95398f8550f6051?pvs=21),0.8571428571,Yes,2,1.5,iPython and Jupyter notebook operation. Use % to call shell command,5.99,115,Night low productivity,,,Good,,Time wasted at night (https://www.notion.so/Time-wasted-at-night-d9087273f4414d52b55cda50bb81efe7?pvs=21),686,Wake up on time. Not very sleepy. Get enough over all sleep time is important.  (https://www.notion.so/Wake-up-on-time-Not-very-sleepy-Get-enough-over-all-sleep-time-is-important-4898ad79f2d44d299a078780ab4a01e5?pvs=21),Half Watermelon (https://www.notion.so/Half-Watermelon-d367baf56efb47fca8189250b13accc8?pvs=21),You are here for no other purpose than to realize your inner divinity and manifest your inner enlightenment. Foster peace in your own life and then apply the art to all that you encounter.  (https://www.notion.so/You-are-here-for-no-other-purpose-than-to-realize-your-inner-divinity-and-manifest-your-inner-enligh-f6233483e9ab46d8ace20c505f507352?pvs=21),66.5,,Wake up on time. Not very sleepy. Get enough over all sleep time is important. 
"December 12, 2022",8,10,⚪️⚪️⚪️🟣⚫️⚪️⚪️,1,0,0,1,0,0,Productive,1,Monday,4.99,8.99,"Disappointed (https://www.notion.so/Disappointed-5390dd15a84e40e5b43433d58f251cf1?pvs=21), Depression (https://www.notion.so/Depression-5fc9ad08f0d848b0a95398f8550f6051?pvs=21)",0.8,Yes,4,1.5,"Never commit features and refactor in to the same branch,",6.49,115.8,,,,Good,,Long nap / Nap late (https://www.notion.so/Long-nap-Nap-late-894a61986c384fe2a58f61b92daf4d6f?pvs=21),800,. (https://www.notion.so/94b0edf70e1f412fb296057a1126bc5b?pvs=21),Chicken Rice (https://www.notion.so/Chicken-Rice-869a67808e694ca4acc126b05720e632?pvs=21),"The art of peace begins with you. Work on yourself and your appointed task in the art of peace. Everyone has a spirit that can be trained in some manner, a suitable path to follow.  (https://www.notion.so/The-art-of-peace-begins-with-you-Work-on-yourself-and-your-appointed-task-in-the-art-of-peace-Ever-37ff82ecf2974f26a9fa16fd928d9590?pvs=21)",39,,.
"December 11, 2022",6,7,🔵🔵🟤🟣⚫️⚪️⚪️,1,0,0,1,1,1,Productive,1,Sunday,6.49,8.49,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.8571428571,Yes,2,2,Miniconda installation and configuration. Create virtual environment.,8.49,115.2,Long and late nap.,,,Good,,Long nap / Nap late (https://www.notion.so/Long-nap-Nap-late-894a61986c384fe2a58f61b92daf4d6f?pvs=21),2332,"Wake up on time. A bit sleepy, but forced myself not go back to sleep . (https://www.notion.so/Wake-up-on-time-A-bit-sleepy-but-forced-myself-not-go-back-to-sleep-5c89e73eabb94f2c8f49e57646ac44d3?pvs=21)","Hot pot (https://www.notion.so/Hot-pot-71abfc89586646b39dd385f3822410ef?pvs=21), Beef Noodle  (https://www.notion.so/Beef-Noodle-97fd0330993a42d18620d24855f437d0?pvs=21)",Good decision comes from experience. Experience comes from making bad decisions.  (https://www.notion.so/Good-decision-comes-from-experience-Experience-comes-from-making-bad-decisions-1988afbeda804d7c94a080380f89e03c?pvs=21),89,Completed Mediacorp Wireframes,"Wake up on time. A bit sleepy, but forced myself not go back to sleep ."
"December 10, 2022",6,9,🔵🔵⚪️🟣⚪️⚪️⚪️,1,0,0,0,1,1,Rest Day,0,Saturday,10,13,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.6666666667,Yes,3,11,"It takes small step to break bad habit cycle. Like commit something on github, or simply arrange calendar events.",9,115,Too much snacks,,,Good,,,345,Wake up late. languishing. Started review late.  (https://www.notion.so/Wake-up-late-languishing-Started-review-late-022b6da128f64b17a01a040c549d284d?pvs=21),McDonald Chrispy Chicken (https://www.notion.so/McDonald-Chrispy-Chicken-8adb1739c42f4b1195bbf9a21771f72e?pvs=21),"To design is to learn, not to know. Always have the habit of asking questions.  (https://www.notion.so/To-design-is-to-learn-not-to-know-Always-have-the-habit-of-asking-questions-c5098ebbb9d24234bead59d1db979c97?pvs=21)",88,,Wake up late. languishing. Started review late. 
"December 9, 2022",6,8,⚪️⚪️⚪️⚪️⚫️⚪️🔴,0,1,0,1,0,0,Productive,1,Friday,4.49,4.49,Languishing  (https://www.notion.so/Languishing-abf0876ad57e45be865acf8eedd0d5de?pvs=21),0.75,No,,2,Python background knowledge ,6.49,115,Night productivity. Night snacks.,,,Good,,Night snacks  (https://www.notion.so/Night-snacks-3ecc997def72490aa9f625d2448204fc?pvs=21),520,"Wake up early, a bit sleepy. Act slowly and easily get distracted.  (https://www.notion.so/Wake-up-early-a-bit-sleepy-Act-slowly-and-easily-get-distracted-0c6668bb271743ceaa9b7c5a52cd1742?pvs=21)",Generic Snack (https://www.notion.so/Generic-Snack-3493943990804927b4aaa099892196d8?pvs=21),"Plan, Evaluate, Action, Reflection (https://www.notion.so/Plan-Evaluate-Action-Reflection-4e6756a386ea4d978b267a8a64bb65cc?pvs=21)",105,,"Wake up early, a bit sleepy. Act slowly and easily get distracted. "
"December 8, 2022",7,10,⚪️⚪️🟤🟣⚪️⚪️⚪️ Missing Calories. ,1,0,0,0,0,0,Productive,1,Thursday,5.99,8.49,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7,Yes,2.5,11.5,Started reading new book - python for data analysis,5.49,115,Sleep right after dinner.,,,Good,,Long nap / Nap late (https://www.notion.so/Long-nap-Nap-late-894a61986c384fe2a58f61b92daf4d6f?pvs=21),,"Alarm clock didn’t work, wake up naturally at 5.5 (https://www.notion.so/Alarm-clock-didn-t-work-wake-up-naturally-at-5-5-b26d265824ea4befae9f50b1f7d178ac?pvs=21)",,"When it comes to life, the critical thing is whether you take things for granted or take them with gratitude  (https://www.notion.so/When-it-comes-to-life-the-critical-thing-is-whether-you-take-things-for-granted-or-take-them-with-g-b358dc754a754b10a3158165dfe42e77?pvs=21)",14,Deployed media corp mt to UAT url,"Alarm clock didn’t work, wake up naturally at 5.5"
"December 7, 2022",7,10,⚪️⚪️⚪️⚪️⚫️⚪️🔴,0,1,0,1,0,0,Productive,1,Wednesday,5.99,5.99,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7,No,,1.5,"JavaScript &&=, ||=, ??= syntax",7.49,114.7,Heavy dinner. Night time wasted,,,Normal,,Heavy dinner (https://www.notion.so/Heavy-dinner-b08c37da3fb14da982b04159cd30fc6e?pvs=21),1030,"Wake up late, after wake up wasted 1 hour. (https://www.notion.so/Wake-up-late-after-wake-up-wasted-1-hour-218dd3d624744301b1bdaac90b57c298?pvs=21)","Mutton Soup (https://www.notion.so/Mutton-Soup-1f393c59a0f74709aa9b839115a7a5f6?pvs=21), Durian (https://www.notion.so/Durian-af8a720ffe5d4084854e2c87ac58d5e6?pvs=21)","Living by design, not by default. (https://www.notion.so/Living-by-design-not-by-default-eac471fd67344a509dbf7e4074ca930b?pvs=21)",90,Completed 1 more jira ticket for ScribeRabbit.,"Wake up late, after wake up wasted 1 hour."
"December 6, 2022",7,8,⚪️⚪️🟤🟣⚪️⚪️⚪️ Missing Calories. ,1,0,0,0,0,0,Very Productive,2,Tuesday,4.48,6.98,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.875,Yes,2.5,1,"Python create exceptions, catch exceptions. ",5.48,115.4,"Night snack. Long nap, sleep late.",,,Good,,"Nap without alarm clock (https://www.notion.so/Nap-without-alarm-clock-fb7d594e78ce4e768d08217a983b9ede?pvs=21), Heavy dinner (https://www.notion.so/Heavy-dinner-b08c37da3fb14da982b04159cd30fc6e?pvs=21)",,"Wake up early. Feel a bit sleepy, doing things slowly.  (https://www.notion.so/Wake-up-early-Feel-a-bit-sleepy-doing-things-slowly-80abccda25a7463fb14896202c4adff3?pvs=21)",,A chain is only as good as it’s weakest link.  (https://www.notion.so/A-chain-is-only-as-good-as-it-s-weakest-link-2434ac2b36744f8aa80edff0bc1cf07c?pvs=21),62,Good client meeting. Complete ScribeRabbit one of the ticket ,"Wake up early. Feel a bit sleepy, doing things slowly. "
"December 5, 2022",9,9,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Very Productive,2,Monday,4.49,6.49,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,2,1,Python create countdown clock. Open browser. ,5.49,114.1,"Heavy dinner. Late long nap, nap without alarm clock. ",,,Good,,Nap without alarm clock (https://www.notion.so/Nap-without-alarm-clock-fb7d594e78ce4e768d08217a983b9ede?pvs=21),1100,"Wake up on time. Good state, hopefully can achieve more today. (https://www.notion.so/Wake-up-on-time-Good-state-hopefully-can-achieve-more-today-3ed2ca6ed2aa4741b25c6f81ef478669?pvs=21), After dinner nap for 2 hours - without alarm clock.  (https://www.notion.so/After-dinner-nap-for-2-hours-without-alarm-clock-e58b650e3c0f4ccba8b59a7419bd97ac?pvs=21)",Hot Pot 2 person set (https://www.notion.so/Hot-Pot-2-person-set-5ecfcccf79e3428088a6e4f9246943e8?pvs=21),在每一项活动中都好好地使你的生活井然有序是你的义务 (https://www.notion.so/98daf9dfd00d4ba0b3e2d62cad08ecf9?pvs=21),45,Progress in ScribeRabbit frontend,"Wake up on time. Good state, hopefully can achieve more today., After dinner nap for 2 hours - without alarm clock. "
"December 4, 2022",11,11,🔵🔵⚪️⚪️⚫️⚪️⚪️,0,0,0,1,1,1,Productive,1,Sunday,8.75,8.75,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),1,Yes,,1.25,"Started sketching again, after a very long while.",10,115.2,,,,Good,,,654,Back home on time as planned. Night time productivity followed as the plan. (https://www.notion.so/Back-home-on-time-as-planned-Night-time-productivity-followed-as-the-plan-e66e92dd279e4e0dbb694ff2f4baa511?pvs=21),卤猪脚 (https://www.notion.so/c2c5c913cb0d4dce865db9231a21814e?pvs=21),How to operate at the most optimal and what is affecting my productivity? (https://www.notion.so/How-to-operate-at-the-most-optimal-and-what-is-affecting-my-productivity-9033d5c2154f40bb9f27827060336dc0?pvs=21),58,Started to sketch again.,Back home on time as planned. Night time productivity followed as the plan.
"December 3, 2022",7,10,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Rest Day,0,Saturday,5.99,9.49,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7,Yes,3.5,12.5,Python zip and unzip files. Python read and modify ini configuration files. Python logging,6.49,115.7,"Night after jog, eating. Sleep late.",,,Good,,Night snacks  (https://www.notion.so/Night-snacks-3ecc997def72490aa9f625d2448204fc?pvs=21),1083,"Wake up early. Forced myself not to sleep, although a bit sleepy. (https://www.notion.so/Wake-up-early-Forced-myself-not-to-sleep-although-a-bit-sleepy-b47816492e94467b89bf82ecfc8a9946?pvs=21)",KFC 3 Pcs Chicken (https://www.notion.so/KFC-3-Pcs-Chicken-a39aff78bf544fdb9a385d034b54fa41?pvs=21),"Learning coding is like playing cards - you learn the rules, then you play, then you go back and learn the rules again, then you play again.  (https://www.notion.so/Learning-coding-is-like-playing-cards-you-learn-the-rules-then-you-play-then-you-go-back-and-lea-6ef9d79cd9c54cb9af386a71be9fd97d?pvs=21)",0.1,,"Wake up early. Forced myself not to sleep, although a bit sleepy."
"December 2, 2022",7,8,⚪️⚪️⚪️⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Productive,1,Friday,5.74,5.74,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.875,Yes,,12.75,"Python modify files, copy and move files from path. ",6.49,114.9,Night snack. Didn’t do anything at night. ,,,Good,,Didn't work at night (https://www.notion.so/Didn-t-work-at-night-26408f736a9f4aa083bc6a1f1196448e?pvs=21),1320,Worked at DM360 - Efficient  (https://www.notion.so/Worked-at-DM360-Efficient-f1fcf2ceac7248f480e53df56125761f?pvs=21),"Generic Snack (https://www.notion.so/Generic-Snack-3493943990804927b4aaa099892196d8?pvs=21), Chicken Rice (https://www.notion.so/Chicken-Rice-869a67808e694ca4acc126b05720e632?pvs=21)","Deliberate practice is a focused, measurable repeated practice to focus on master a specific skill, with feedback and reflection. (https://www.notion.so/Deliberate-practice-is-a-focused-measurable-repeated-practice-to-focus-on-master-a-specific-skill--34c1e5e600644504bd03f212c5c07153?pvs=21)",60,,Worked at DM360 - Efficient 
"December 1, 2022",6,8,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Not Productive,-1,Thursday,10.49,12.99,"Frustration (https://www.notion.so/Frustration-4244044251af42499a8f9c65c2728829?pvs=21), Tempered (https://www.notion.so/Tempered-90594bede8534e33a1b323cb0b616aba?pvs=21)",0.75,Yes,2.5,9,List out all the problems and possible solutions is the first step approach to problem solving.,7.49,115.4,Nap without alarm clock setting.,,,Good,,Nap without alarm clock (https://www.notion.so/Nap-without-alarm-clock-fb7d594e78ce4e768d08217a983b9ede?pvs=21),1083,Broken sleep cycle.  (https://www.notion.so/Broken-sleep-cycle-c4b44917db8d451b839e26d17bf7f0ac?pvs=21),KFC 3 Pcs Chicken (https://www.notion.so/KFC-3-Pcs-Chicken-a39aff78bf544fdb9a385d034b54fa41?pvs=21),Happiness is created regard to the people you work with.  (https://www.notion.so/Happiness-is-created-regard-to-the-people-you-work-with-c574bd84c7084e60bd743944c07d2c1f?pvs=21),26,,Broken sleep cycle. 
"November 30, 2022",7,9,⚪️⚪️⚪️⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Productive,1,Wednesday,4.49,4.49,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7777777778,Yes,,1,Python prompt for system password.,5.49,116,,,,Good,,Long nap / Nap late (https://www.notion.so/Long-nap-Nap-late-894a61986c384fe2a58f61b92daf4d6f?pvs=21),1320,. (https://www.notion.so/4899f0a30bfb4121bab2e327941e039c?pvs=21),"过桥米线 (https://www.notion.so/738e7a30462b4c3e95b7176a36333aad?pvs=21), Generic Snack (https://www.notion.so/Generic-Snack-3493943990804927b4aaa099892196d8?pvs=21)",You become what you consistently practiced with.  (https://www.notion.so/You-become-what-you-consistently-practiced-with-3cb2b2d71c564b5aa3adbefb759ca33b?pvs=21),95,,.
"November 29, 2022",7,8,⚪️⚪️⚪️🟣⚪️⚪️⚪️,1,0,0,0,0,0,Productive,1,Tuesday,5.24,7.74,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.875,Yes,2.5,12.75,Python receive shell input with argsparser,5.99,116.4,Long nap after heavy dinner. Tired. ,,,Good,,Long nap / Nap late (https://www.notion.so/Long-nap-Nap-late-894a61986c384fe2a58f61b92daf4d6f?pvs=21),640,"Managed to wake up on time, event slept late last night. Can I do a few more check ins today? (https://www.notion.so/Managed-to-wake-up-on-time-event-slept-late-last-night-Can-I-do-a-few-more-check-ins-today-c3593263146e4408aaf9157bf4f9a762?pvs=21)",Durian (https://www.notion.so/Durian-af8a720ffe5d4084854e2c87ac58d5e6?pvs=21),"Document everything, start and end with documentation. Document first, do later. Documentation is always a good investment. (https://www.notion.so/Document-everything-start-and-end-with-documentation-Document-first-do-later-Documentation-is-al-951cf770fae942e5b4b2f332b43c70cf?pvs=21)",70,,"Managed to wake up on time, event slept late last night. Can I do a few more check ins today?"
"November 28, 2022",7,10,⚪️⚪️⚪️⚪️⚪️⚪️⚪️,0,0,0,0,0,0,Productive,1,Monday,5.65,5.65,Natural (https://www.notion.so/Natural-b34d7e6c36244228bbf0ec8c11f3a367?pvs=21),0.7,Yes,,11.75,Python create a system daemon.,5.4,116,,,,Good,,Heavy dinner (https://www.notion.so/Heavy-dinner-b08c37da3fb14da982b04159cd30fc6e?pvs=21),800,Wake up before alarm clock.  (https://www.notion.so/Wake-up-before-alarm-clock-9a89f3195c084734a69321777b43f0e3?pvs=21),Western - Chicken with Pasta (https://www.notion.so/Western-Chicken-with-Pasta-fd02cc80a05d4b9b809353028783b7c0?pvs=21),"Knowledge, smarts and vision are characteristic of a great leader. Add to these the ability to identify and monitor emotions and to manage relationships.  (https://www.notion.so/Knowledge-smarts-and-vision-are-characteristic-of-a-great-leader-Add-to-these-the-ability-to-ident-84cf4a4974954dc6af1b11d8b2b1d1c2?pvs=21)",123,Minor progress in company projects.,Wake up before alarm clock. 
